101018;monticole.de.roche;Monticola;saxatilis;Egidio Fulco;Italy;song;PIKNQHUWAK;by-nc-nd;2.5
10102;batara.a.nuque.noire;Thamnophilus;atrinucha;Ken Allaire;Panama;song;AEWPPXBBYE;by-nc-nd;2.5
101039;grallaire.a.front.ocre;Grallaricula;ochraceifrons;Jon King;Peru;call;LNEEOOWCQR;by-nc-nd;2.5
101063;grallaire.de.przewalski;Grallaria;przewalskii;Jon King;Peru;call;LNEEOOWCQR;by-nc-nd;2.5
101074;grallaire.de.natterer;Hylopezus;nattereri;Jon King;Brazil;call;LNEEOOWCQR;by-nc-nd;2.5
10107;grisin.de.willis;Cercomacra;laeta;Rolf A. de By;Brazil;song;PTYTXQRLSZ;by-nc-nd;2.5
101097;pipit.farlouse;Anthus;pratensis;Sander Bot;Netherlands;flight call;HZKCNRIPRH;by-nc-nd;2.5
101101;ganga.cata;Pterocles;alchata;Sander Bot;Netherlands;flight call;HZKCNRIPRH;by-nc-nd;2.5
101103;bernache.a.cou.roux;Branta;ruficollis;Sander Bot;Netherlands;call;HZKCNRIPRH;by-nc-nd;2.5
101144;loriot.masque;Oriolus;larvatus;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101149;bulbul.d.ansorge;Eurillas;ansorgei;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101155;rufipenne.de.salvadori;Onychognathus;salvadorii;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101157;alethe.a.poitrine.brune;Pseudalethe;poliocephala;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
10116;synallaxe.des.santa.marta;Synallaxis;fuscorufa;Charles Hesse;Colombia;call;FMQSRXIRTH;by-nc-nd;2.5
101173;apalis.cendree;Apalis;cinerea;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101181;amblyospize.a.front.blanc;Amblyospiza;albifrons;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101184;pririt.de.jameson;Platysteira;jamesoni;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101188;faucon.lanier;Falco;biarmicus;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101190;monticole.rougequeue;Monticola;rufocinereus;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101191;trogon.narina;Apaloderma;narina;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101195;bulbul.curvirostre;Eurillas;curvirostris;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101196;tchitrec.a.ventre.roux;Terpsiphone;rufiventer;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101198;neocossyphe.a.queue.rousse;Neocossyphus;rufus;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101199;neocossyphe.a.queue.rousse;Neocossyphus;rufus;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101201;akalat.a.poitrine.ecaillee;Illadopsis;albipectus;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101202;spreo.de.sharpe;Poeoptera;sharpii;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101205;cossyphe.a.calotte.neigeuse;Cossypha;niveicapilla;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101210;engoulevent.du.natal;Caprimulgus;natalensis;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101212;pouillot.de.l.ouganda;Phylloscopus;budongoensis;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101215;aigle.de.wahlberg;Hieraaetus;wahlbergi;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
101218;crombec.a.sourcils.blancs;Sylvietta;leucophrys;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101222;touraco.a.huppe.blanche;Tauraco;leucolophus;James and David Bradley;Kenya;song;NPZQVJTODR;by-nc-nd;2.5
101223;rale.perle;Sarothrura;pulchra;James and David Bradley;Kenya;call;NPZQVJTODR;by-nc-nd;2.5
10122;pic.mordore;Celeus;elegans;Rolf A. de By;Brazil;song;PTYTXQRLSZ;by-nc-nd;2.5
101260;paruline.azuree;Setophaga;cerulea;Mike Nelson;United States;call;PWDLINYMKL;by-nc-nd;2.5
101278;gobemouche.a.croupion.jaune;Ficedula;zanthopygia;Grant Fisher;South Korea;song;XWJVQGQUOO;by-nc-nd;2.5
101279;pouillot.de.temminck;Phylloscopus;coronatus;Grant Fisher;South Korea;song;XWJVQGQUOO;by-nc-nd;2.5
10136;saphir.a.gorge.rousse;Hylocharis;sapphirina;Andrew Spencer;Venezuela;song;CDTGHVBGZP;by-nc-nd;2.5
1013;ortalide.a.tete.grise;Ortalis;cinereiceps;Robin Carter;Costa Rica;call;LNBKSKKLXO;by-nc-nd;2.5
101435;paruline.a.tete.cendree;Setophaga;magnolia;Daniel Lane;United States;flight call;WOEAFQRMUD;by-nc-nd;2.5
101445;bruant.des.champs;Spizella;pusilla;Daniel Lane;United States;call;WOEAFQRMUD;by-nc-nd;2.5
101451;starique.minuscule;Aethia;pusilla;Ryan P. O'Donnell;United States;call;SDXVTLDNGJ;by-nc-nd;2.5
101452;starique.perroquet;Aethia;psittacula;Ryan P. O'Donnell;United States;call;SDXVTLDNGJ;by-nc-nd;2.5
10147;paruline.flamboyante;Setophaga;ruticilla;Andrew Spencer;Venezuela;call;CDTGHVBGZP;by-nc-nd;2.5
1014;engoulevent.pauraque;Nyctidromus;albicollis;Robin Carter;Costa Rica;call;LNBKSKKLXO;by-nc-nd;2.5
10153;grallaire.des.santa.marta;Grallaria;bangsi;Charles Hesse;Colombia;call;FMQSRXIRTH;by-nc-nd;2.5
101558;pouillot.oriental;Phylloscopus;orientalis;Teus Luijendijk;Greece;song;VLNULZJNSX;by-nc-nd;2.5
101615;tyran.tritri;Tyrannus;tyrannus;Jonathon Jongsma;United States;flight call;OJMFAOUBDU;by-sa;3.0
101658;grand.pic;Dryocopus;pileatus;Daniel Lane;United States;song;WOEAFQRMUD;by-nc-nd;2.5
101671;pie-grieche.masquee;Lanius;nubicus;Teus Luijendijk;Greece;song;VLNULZJNSX;by-nc-nd;2.5
1016;saltator.gris;Saltator;coerulescens;Robin Carter;Costa Rica;song;LNBKSKKLXO;by-nc-nd;2.5
101708;colibri.casque;Oxypogon;guerinii;Jeremy Minns;Colombia;song;DGVLLRYDXS;by-nc-nd;2.5
101717;temia.de.borneo;Dendrocitta;cinerascens;Mike Nelson;Malaysia;call;PWDLINYMKL;by-nc-nd;2.5
10171;pic.flamboyant;Colaptes;auratus;Paul Jaszczak;United States;call;AKVAYAQHRQ;by-nc-nd;2.5
10172;moqueur.chat;Dumetella;carolinensis;Paul Jaszczak;United States;call;AKVAYAQHRQ;by-nc-nd;2.5
101821;tocro.a.poitrine.noire;Odontophorus;leucolaemus;Pat ODonnell;Costa Rica;song;DDPBJAQXVZ;by-nc-nd;2.5
10184;tangara.du.bresil;Ramphocelus;bresilius;Filipe Terra and José Silvério Lemos;Brazil;call;TTTHVXGOWS;by-nc-nd;2.5
10185;penelope.panachee;Penelope;purpurascens;David Bradley;Costa Rica;call;MCNTDLDTOO;by-nc-nd;2.5
10186;merulaxe.a.croupion.brun;Scytalopus;latebricola;Charles Hesse;Colombia;song;FMQSRXIRTH;by-nc-nd;2.5
10188;merulaxe.a.croupion.brun;Scytalopus;latebricola;Charles Hesse;Colombia;call;FMQSRXIRTH;by-nc-nd;2.5
1018;colombe.inca;Columbina;inca;Robin Carter;Costa Rica;song;LNBKSKKLXO;by-nc-nd;2.5
101937;etourneau.unicolore;Sturnus;unicolor;Richard Dunn;Portugal;song;EUHNGQTHJS;by-nc-nd;2.5
101942;corbeau.pie;Corvus;albus;Richard Dunn;Ghana;call;EUHNGQTHJS;by-nc-nd;2.5
1019;vireon.menu;Hylophilus;decurtatus;Robin Carter;Panama;song;LNBKSKKLXO;by-nc-nd;2.5
101;piauhau.hurleur;Lipaugus;vociferans;Bob Planqué;Peru;song;OH38YHKJBS;by-nc-sa;3.0
102028;grand.pic;Dryocopus;pileatus;Mike Nelson;United States;flight call;PWDLINYMKL;by-nc-nd;2.5
10203;paruline.doree;Myioborus;ornatus;Charles Hesse;Colombia;song;FMQSRXIRTH;by-nc-nd;2.5
10204;urotangara.de.stolzmann;Urothraupis;stolzmanni;Charles Hesse;Colombia;call;FMQSRXIRTH;by-nc-nd;2.5
102116;bruant.des.pinedes;Peucaea;aestivalis;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
10211;quiscale.de.forbes;Curaeus;forbesi;Mauricio Cabral Periquito;Brazil;call;HERKCTHDZI;by-nc-nd;2.5
102129;toui.a.ailes.variees;Brotogeris;versicolurus;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
102138;sittelle.a.tete.brune;Sitta;pusilla;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
102144;pione.noire;Pionus;chalcopterus;Leonardo Ordóñez-Delgado;Ecuador;flight call;RJNSQXBIJE;by-nc-nd;2.5
10216;manakin.casse-noisette;Manacus;manacus;Luiz Fernando Figueiredo;Brazil;song;EYYKGDWADQ;by-nc-nd;2.5
102174;dendrocygne.a.ventre.noir;Dendrocygna;autumnalis;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
10223;troglodyte.a.face.pale;Cantorchilus;leucotis;Luiz Fernando Figueiredo;Brazil;song;EYYKGDWADQ;by-nc-nd;2.5
102267;rale.elegant;Rallus;elegans;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
102268;courlan.brun;Aramus;guarauna;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
102302;grallaire.ondee;Grallaria;squamigera;Jon King;Ecuador;call;LNEEOOWCQR;by-nc-nd;2.5
102367;merulaxe.d.ancash;Scytalopus;affinis;Jon King;Peru;call;LNEEOOWCQR;by-nc-nd;2.5
102376;merulaxe.de.bolivie;Scytalopus;bolivianus;Jon King;Bolivia;call;LNEEOOWCQR;by-nc-nd;2.5
102399;onore.zigzag;Zebrilus;undulatus;Galo Real;Ecuador;call;GHVYOJSPRJ;by-nc-nd;2.5
1023;tohi.olive;Arremonops;rufivirgatus;Robin Carter;Costa Rica;song;LNBKSKKLXO;by-nc-nd;2.5
102418;merulaxe.petrophile;Scytalopus;petrophilus;Jon King;Brazil;song;LNEEOOWCQR;by-nc-nd;2.5
102447;merulaxe.bride;Scytalopus;superciliaris;Jon King;Argentina;song;LNEEOOWCQR;by-nc-nd;2.5
1024;tangara.des.palmiers;Thraupis;palmarum;Robin Carter;Panama;song;LNBKSKKLXO;by-nc-nd;2.5
102510;piauhau.a.collier;Lipaugus;streptophorus;Thiago Orsi Laranjeiras;Venezuela;song;PMYLTPLTLT;by-nc-nd;2.5
102539;anabate.a.bec.retrousse;Simoxenops;ucayalae;Fabrice Schmitt;Peru;call;FPAGKPAQYO;by-nc-nd;2.5
102548;picumne.de.castelnau;Picumnus;castelnau;Fabrice Schmitt;Peru;song;FPAGKPAQYO;by-nc-nd;2.5
10254;colibri.d.helen;Mellisuga;helenae;Rolf A. de By;Cuba;song;PTYTXQRLSZ;by-nc-nd;2.5
102553;martin-pecheur.nain;Chloroceryle;aenea;Fabrice Schmitt;Colombia;call;FPAGKPAQYO;by-nc-nd;2.5
10255;troglodyte.de.zapata;Ferminia;cerverai;Rolf A. de By;Cuba;song;PTYTXQRLSZ;by-nc-nd;2.5
102579;paruline.des.santa.marta;Basileuterus;basilicus;Fabrice Schmitt;Colombia;song;FPAGKPAQYO;by-nc-nd;2.5
102593;picumne.perle;Picumnus;steindachneri;Fabrice Schmitt;Peru;song;FPAGKPAQYO;by-nc-nd;2.5
1025;tangara.a.croupion.rouge;Ramphocelus;passerinii;Robin Carter;Costa Rica;song;LNBKSKKLXO;by-nc-nd;2.5
10261;pipit.jaunatre;Anthus;lutescens;Raphael Sobania;Brazil;call;FJNHLSWOEJ;by-nc-nd;2.5
102634;tyranneau.minute;Ornithion;inerme;Fabrice Schmitt;Peru;call;FPAGKPAQYO;by-nc-nd;2.5
102638;quetzal.brillant;Pharomachrus;fulgidus;Fabrice Schmitt;Colombia;song;FPAGKPAQYO;by-nc-nd;2.5
10265;merle.austral;Turdus;falcklandii;Daniel González Amat;Chile;call;HBPPUDOMJI;by-nc-nd;2.5
102662;effraie.des.clochers;Tyto;alba;Fabrice Schmitt;Chile;song;FPAGKPAQYO;by-nc-nd;2.5
102669;anabate.a.bec.noir;Thripadectes;melanorhynchus;Fabrice Schmitt;Peru;call;FPAGKPAQYO;by-nc-nd;2.5
102671;saltator.a.capuchon;Saltator;nigriceps;Fabrice Schmitt;Peru;call;FPAGKPAQYO;by-nc-nd;2.5
102704;ortalide.babillarde;Ortalis;garrula;Fabrice Schmitt;Colombia;call;FPAGKPAQYO;by-nc-nd;2.5
102712;petit-duc.de.colombie;Megascops;colombianus;Fabrice Schmitt;Colombia;song;FPAGKPAQYO;by-nc-nd;2.5
102716;platyrhynque.a.queue.sombre;Ramphotrigon;fuscicauda;Fabrice Schmitt;Peru;call;FPAGKPAQYO;by-nc-nd;2.5
102727;toucan.bleu;Andigena;hypoglauca;Fabrice Schmitt;Peru;call;FPAGKPAQYO;by-nc-nd;2.5
102739;cinclode.a.longue.queue;Cinclodes;pabsti;Fabrice Schmitt;Brazil;call;FPAGKPAQYO;by-nc-nd;2.5
1027;cassique.a.bec.mince;Cacicus;microrhynchus;Robin Carter;Panama;song;LNBKSKKLXO;by-nc-nd;2.5
102808;paruline.de.virginia;Leiothlypis;virginiae;Andrew Spencer;United States;flight call;CDTGHVBGZP;by-nc-nd;2.5
102862;courlis.corlieu;Numenius;phaeopus;Jarek Matusiak;Latvia;alarm;ZNCDXTUOFL;by-nc-nd;2.5
102893;aigrette.tricolore;Egretta;tricolor;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
10289;geai.acahe;Cyanocorax;chrysops;Luiz Fernando Figueiredo;Brazil;song;EYYKGDWADQ;by-nc-nd;2.5
1028;tyran.sociable;Myiozetetes;similis;Robin Carter;Costa Rica;song;LNBKSKKLXO;by-nc-nd;2.5
102903;pouillot.du.kamtchatka;Phylloscopus;examinandus;Colin Trainor;Indonesia;call;JUPNOOXIDG;by-nc-nd;2.5
10291;jacamar.a.queue.rousse;Galbula;ruficauda;Luiz Fernando Figueiredo;Brazil;song;EYYKGDWADQ;by-nc-nd;2.5
102983;bruant.de.koslov;Emberiza;koslowi;Mats Rellmar;China;song;SNRCANJSRX;by-nc-nd;2.5
103016;mouette.tridactyle;Rissa;tridactyla;Ryan P. O'Donnell;United States;flight call;SDXVTLDNGJ;by-nc-nd;2.5
103029;autour.de.toussenel;Accipiter;toussenelii;Charles Hesse;Ghana;call;FMQSRXIRTH;by-nc-nd;2.5
103039;erismature.a.barbillons;Biziura;lobata;Nigel Jackett;Australia;song;KXKBPMRFTY;by-nc-nd;2.5
103042;colin.des.montagnes;Oreortyx;pictus;Eric DeFonso;United States;call;KTLCZCRCQX;by-nc-nd;2.5
103048;meliphage.a.tete.grise;Lichenostomus;keartlandi;Nigel Jackett;Australia;call;KXKBPMRFTY;by-nc-nd;2.5
103049;meliphage.a.front.blanc;Purnella;albifrons;Nigel Jackett;Australia;call;KXKBPMRFTY;by-nc-nd;2.5
103050;queue-de-gaze.a.calotte.rousse;Stipiturus;ruficeps;Nigel Jackett;Australia;call;KXKBPMRFTY;by-nc-nd;2.5
10307;sporophile.fuligineux;Tiaris;fuliginosus;Ciro Albano;Brazil;song;MXVQPUKGWW;by-nc-nd;2.5
103107;colibri.calliope;Stellula;calliope;Eric DeFonso;United States;song;KTLCZCRCQX;by-nc-nd;2.5
103133;bathmocerque.a.face.noire;Bathmocercus;rufus;Josh Engel;Uganda;call;AHACCPDBSA;by-nc-nd;2.5
103143;bengali.vert;Amandava;formosa;vir joshi;India;call;ZXGYSIOPJJ;by-nc-nd;2.5
103146;puffin.cendre;Calonectris;diomedea;maudoc;Italy;song;OUALYKRAJY;by-nc-nd;2.5
103150;echenilleur.wallaceen;Coracina;personata;Colin Trainor;East Timor;song;JUPNOOXIDG;by-nc-nd;2.5
103160;pic.vert;Picus;viridis;Herman van der Meer;Netherlands;alarm;OXKHFMOYKQ;by-nc-nd;2.5
103171;bulbul.du.toro;Phyllastrephus;hypochloris;Josh Engel;Uganda;call;AHACCPDBSA;by-nc-nd;2.5
103172;stizorhin.de.fraser;Stizorhina;fraseri;Josh Engel;Uganda;call;AHACCPDBSA;by-nc-nd;2.5
103175;pipromorphe.de.mcconnell;Mionectes;macconnelli;Jeremy Minns;Brazil;song;DGVLLRYDXS;by-nc-nd;2.5
103190;souimanga.de.preuss;Cinnyris;reichenowi;Josh Engel;Congo (Democratic Republic);song;AHACCPDBSA;by-nc-nd;2.5
10319;colibri.lumachelle;Augastes;lumachella;Rolf A. de By;Brazil;song;PTYTXQRLSZ;by-nc-nd;2.5
1031;tyranneau.de.lawrence;Oncostoma;olivaceum;Robin Carter;Panama;song;LNBKSKKLXO;by-nc-nd;2.5
103210;echenilleur.a.tete.noire;Coracina;melanoptera;Rajah Jayapal;India;song;YIUBHFACAT;by-nc-nd;2.5
103236;campyloptere.de.wetmore;Campylopterus;excellens;Paul van Els;Mexico;song;WINPWCQYKA;by-nc-nd;2.5
103292;tyranneau.roitelet;Tyrannulus;elatus;Jeremy Minns;Brazil;song;DGVLLRYDXS;by-nc-nd;2.5
10330;caique.de.bonaparte;Pyrilia;pyrilia;Charles Hesse;Colombia;flight call;FMQSRXIRTH;by-nc-nd;2.5
103313;etourneau.a.tete.grise;Sturnia;malabarica;vir joshi;India;call;ZXGYSIOPJJ;by-nc-nd;2.5
103379;fauvette.eperviere;Sylvia;nisoria;Tomas Belka;Czech Republic;call;UVCHPWXJBN;by-nc-nd;2.5
103387;paruline.de.kirtland;Setophaga;kirtlandii;Paul Joseph Hurtado;United States;flight call;DINTDJNDSO;by-nc-nd;2.5
103441;engoulevent.core;Caprimulgus;cayennensis;Thore Noernberg;Venezuela;call;TTSQGWDDGW;by-nc-nd;2.5
103453;becassine.de.wilson;Gallinago;delicata;Eric DeFonso;United States;song;KTLCZCRCQX;by-nc-nd;2.5
103454;becassine.de.wilson;Gallinago;delicata;Eric DeFonso;United States;call;KTLCZCRCQX;by-nc-nd;2.5
103473;bruant.des.plaines;Spizella;pallida;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
103483;todirostre.familier;Todirostrum;cinereum;Eric DeFonso;Colombia;call;KTLCZCRCQX;by-nc-nd;2.5
103488;pigeon.vineux;Patagioenas;subvinacea;Eric DeFonso;Colombia;call;KTLCZCRCQX;by-nc-nd;2.5
103495;paruline.a.poitrine.baie;Setophaga;castanea;Andrew Spencer;United States;flight call;CDTGHVBGZP;by-nc-nd;2.5
103496;paruline.noir.et.blanc;Mniotilta;varia;Andrew Spencer;United States;flight call;CDTGHVBGZP;by-nc-nd;2.5
103498;paruline.noir.et.blanc;Mniotilta;varia;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
1034;hirondelle.a.gorge.rousse;Stelgidopteryx;ruficollis;Robin Carter;Costa Rica;song;LNBKSKKLXO;by-nc-nd;2.5
103508;paruline.tigree;Setophaga;tigrina;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
103517;oriole.de.montserrat;Icterus;oberi;James Scriber Daley;United Kingdom;song;IMXDMOTJJI;by-nc-nd;2.5
103526;ptilope.a.ceinture;Ptilinopus;cinctus;Colin Trainor;Indonesia;call;JUPNOOXIDG;by-nc-nd;2.5
103527;allotrie.a.sourcils.blancs;Pteruthius;flaviscapis;vir joshi;India;call;ZXGYSIOPJJ;by-nc-nd;2.5
103528;petit.tinamou;Nothura;minor;Nunes D´Acosta;Brazil;call;OHHTDSDNBT;by-nc-nd;2.5
103538;francolin.noir;Francolinus;francolinus;vir joshi;India;call;ZXGYSIOPJJ;by-nc-nd;2.5
103540;engoulevent.des.indes;Caprimulgus;indicus;vir joshi;India;call;ZXGYSIOPJJ;by-nc-nd;2.5
103543;coq.bankiva;Gallus;gallus;vir joshi;India;call;ZXGYSIOPJJ;by-nc-nd;2.5
103560;irrisor.a.tete.blanche;Phoeniculus;bollei;Josh Engel;Congo (Democratic Republic);call;AHACCPDBSA;by-nc-nd;2.5
103561;grebe.esclavon;Podiceps;auritus;Andrew Spencer;United States;call;CDTGHVBGZP;by-nc-nd;2.5
103568;fauvette.a.lunettes;Sylvia;conspicillata;Jordi Calvet;Spain;call;PNYKOPBQBQ;by-nc-nd;2.5
103576;chetopse.bride;Chaetops;frenatus;Bram Piot;South Africa;call;RGSEIIJGHA;by-nc-nd;2.5
103585;paruline.a.ailes.dorees;Vermivora;chrysoptera;Andrew Spencer;United States;flight call;CDTGHVBGZP;by-nc-nd;2.5
1035;tyran.tigre;Myiodynastes;luteiventris;Robin Carter;Costa Rica;song;LNBKSKKLXO;by-nc-nd;2.5
103654;bruant.de.baird;Ammodramus;bairdii;Andrew Spencer;United States;flight call;CDTGHVBGZP;by-nc-nd;2.5
103666;elenie.huppee;Elaenia;cristata;Jeremy Minns;Brazil;song;DGVLLRYDXS;by-nc-nd;2.5
10366;anabate.a.lunettes;Anabacerthia;variegaticeps;Wouter Halfwerk;Ecuador;song;DGHUWNTDBO;by-nc-nd;2.5
103729;grebe.de.taczanowski;Podiceps;taczanowskii;Daniel Lane;Peru;call;WOEAFQRMUD;by-nc-nd;2.5
103769;rossignol.progne;Luscinia;luscinia;Jarek Matusiak;Poland;alarm;ZNCDXTUOFL;by-nc-nd;2.5
1037;organiste.a.bec.epais;Euphonia;laniirostris;Robin Carter;Panama;song;LNBKSKKLXO;by-nc-nd;2.5
103837;merle.vantard;Turdus;plumbeus;Leonardo Ordóñez-Delgado;Dominican Republic;call;RJNSQXBIJE;by-nc-nd;2.5
103853;hirondelle.rustique;Hirundo;rustica;Jarek Matusiak;Poland;alarm;ZNCDXTUOFL;by-nc-nd;2.5
