long_name;genus;specie;country;gmi_cntry
athene noctua;athene;noctua;Germany;DEU
athene noctua;athene;noctua;Greece;GRC
athene noctua;athene;noctua;Hungary;HUN
athene noctua;athene;noctua;Italy;ITA
athene noctua;athene;noctua;Latvia;LVA
athene noctua;athene;noctua;Liechtenstein;LIE
athene noctua;athene;noctua;Lithuania;LTU
athene noctua;athene;noctua;Luxembourg;LUX
athene noctua;athene;noctua;Macedonia;MKD
athene noctua;athene;noctua;Moldova;MDA
athene noctua;athene;noctua;Monaco;MCO
athene noctua;athene;noctua;Netherlands;NLD
athene noctua;athene;noctua;Poland;POL
athene noctua;athene;noctua;Portugal;PRT
athene noctua;athene;noctua;Romania;ROM
athene noctua;athene;noctua;Russia;RUS
athene noctua;athene;noctua;San Marino;SMR
athene noctua;athene;noctua;Slovakia;SVK
athene noctua;athene;noctua;Slovenia;SVN
athene noctua;athene;noctua;Spain;ESP
athene noctua;athene;noctua;Switzerland;CHE
athene noctua;athene;noctua;Ukraine;UKR
athene noctua;athene;noctua;United Kingdom;GBR
athene noctua;athene;noctua;Yugoslavia;YUG
aythya ferina;aythya;ferina;Albania;ALB
aythya ferina;aythya;ferina;Austria;AUT
aythya ferina;aythya;ferina;Belgium;BEL
aythya ferina;aythya;ferina;Bosnia and Herzegovina;BIH
aythya ferina;aythya;ferina;Bulgaria;BGR
aythya ferina;aythya;ferina;Byelarus;BLR
aythya ferina;aythya;ferina;Croatia;HRV
aythya ferina;aythya;ferina;Czech Republic;CZE
aythya ferina;aythya;ferina;Denmark;DNK
aythya ferina;aythya;ferina;Estonia;EST
aythya ferina;aythya;ferina;Finland;FIN
aythya ferina;aythya;ferina;France;FRA
aythya ferina;aythya;ferina;Germany;DEU
aythya ferina;aythya;ferina;Greece;GRC
aythya ferina;aythya;ferina;Hungary;HUN
aythya ferina;aythya;ferina;Ireland;IRL
aythya ferina;aythya;ferina;Isle of Man;XIM
aythya ferina;aythya;ferina;Italy;ITA
aythya ferina;aythya;ferina;Latvia;LVA
aythya ferina;aythya;ferina;Lithuania;LTU
aythya ferina;aythya;ferina;Luxembourg;LUX
aythya ferina;aythya;ferina;Macedonia;MKD
aythya ferina;aythya;ferina;Moldova;MDA
aythya ferina;aythya;ferina;Netherlands;NLD
aythya ferina;aythya;ferina;Norway;NOR
aythya ferina;aythya;ferina;Poland;POL
aythya ferina;aythya;ferina;Portugal;PRT
aythya ferina;aythya;ferina;Romania;ROM
aythya ferina;aythya;ferina;Russia;RUS
aythya ferina;aythya;ferina;Slovakia;SVK
aythya ferina;aythya;ferina;Slovenia;SVN
aythya ferina;aythya;ferina;Spain;ESP
aythya ferina;aythya;ferina;Sweden;SWE
aythya ferina;aythya;ferina;Switzerland;CHE
aythya ferina;aythya;ferina;Ukraine;UKR
aythya ferina;aythya;ferina;United Kingdom;GBR
aythya ferina;aythya;ferina;Yugoslavia;YUG
aythya fuligula;aythya;fuligula;Albania;ALB
aythya fuligula;aythya;fuligula;Austria;AUT
aythya fuligula;aythya;fuligula;Belgium;BEL
aythya fuligula;aythya;fuligula;Bosnia and Herzegovina;BIH
aythya fuligula;aythya;fuligula;Bulgaria;BGR
aythya fuligula;aythya;fuligula;Byelarus;BLR
aythya fuligula;aythya;fuligula;Croatia;HRV
aythya fuligula;aythya;fuligula;Czech Republic;CZE
aythya fuligula;aythya;fuligula;Denmark;DNK
aythya fuligula;aythya;fuligula;Estonia;EST
aythya fuligula;aythya;fuligula;Finland;FIN
aythya fuligula;aythya;fuligula;France;FRA
aythya fuligula;aythya;fuligula;Germany;DEU
aythya fuligula;aythya;fuligula;Greece;GRC
aythya fuligula;aythya;fuligula;Hungary;HUN
aythya fuligula;aythya;fuligula;Iceland;ISL
aythya fuligula;aythya;fuligula;Ireland;IRL
aythya fuligula;aythya;fuligula;Isle of Man;XIM
aythya fuligula;aythya;fuligula;Italy;ITA
aythya fuligula;aythya;fuligula;Latvia;LVA
aythya fuligula;aythya;fuligula;Liechtenstein;LIE
aythya fuligula;aythya;fuligula;Lithuania;LTU
aythya fuligula;aythya;fuligula;Luxembourg;LUX
aythya fuligula;aythya;fuligula;Macedonia;MKD
aythya fuligula;aythya;fuligula;Moldova;MDA
aythya fuligula;aythya;fuligula;Netherlands;NLD
aythya fuligula;aythya;fuligula;Norway;NOR
aythya fuligula;aythya;fuligula;Poland;POL
aythya fuligula;aythya;fuligula;Portugal;PRT
aythya fuligula;aythya;fuligula;Romania;ROM
aythya fuligula;aythya;fuligula;Russia;RUS
aythya fuligula;aythya;fuligula;Slovakia;SVK
aythya fuligula;aythya;fuligula;Slovenia;SVN
aythya fuligula;aythya;fuligula;Spain;ESP
aythya fuligula;aythya;fuligula;Sweden;SWE
aythya fuligula;aythya;fuligula;Switzerland;CHE
aythya fuligula;aythya;fuligula;Ukraine;UKR
aythya fuligula;aythya;fuligula;United Kingdom;GBR
aythya fuligula;aythya;fuligula;Yugoslavia;YUG
aythya marila;aythya;marila;Austria;AUT
aythya marila;aythya;marila;Bulgaria;BGR
aythya marila;aythya;marila;Denmark;DNK
aythya marila;aythya;marila;Estonia;EST
aythya marila;aythya;marila;Finland;FIN
aythya marila;aythya;marila;France;FRA
aythya marila;aythya;marila;Germany;DEU
aythya marila;aythya;marila;Iceland;ISL
aythya marila;aythya;marila;Ireland;IRL
aythya marila;aythya;marila;Italy;ITA
aythya marila;aythya;marila;Latvia;LVA
aythya marila;aythya;marila;Lithuania;LTU
aythya marila;aythya;marila;Moldova;MDA
aythya marila;aythya;marila;Netherlands;NLD
aythya marila;aythya;marila;Norway;NOR
aythya marila;aythya;marila;Poland;POL
aythya marila;aythya;marila;Romania;ROM
aythya marila;aythya;marila;Russia;RUS
aythya marila;aythya;marila;Slovenia;SVN
aythya marila;aythya;marila;Sweden;SWE
aythya marila;aythya;marila;Switzerland;CHE
aythya marila;aythya;marila;Ukraine;UKR
aythya marila;aythya;marila;United Kingdom;GBR
aythya nyroca;aythya;nyroca;Albania;ALB
aythya nyroca;aythya;nyroca;Austria;AUT
aythya nyroca;aythya;nyroca;Bosnia and Herzegovina;BIH
aythya nyroca;aythya;nyroca;Bulgaria;BGR
aythya nyroca;aythya;nyroca;Byelarus;BLR
aythya nyroca;aythya;nyroca;Croatia;HRV
aythya nyroca;aythya;nyroca;Czech Republic;CZE
aythya nyroca;aythya;nyroca;France;FRA
aythya nyroca;aythya;nyroca;Germany;DEU
aythya nyroca;aythya;nyroca;Greece;GRC
aythya nyroca;aythya;nyroca;Hungary;HUN
aythya nyroca;aythya;nyroca;Italy;ITA
aythya nyroca;aythya;nyroca;Latvia;LVA
aythya nyroca;aythya;nyroca;Liechtenstein;LIE
aythya nyroca;aythya;nyroca;Lithuania;LTU
aythya nyroca;aythya;nyroca;Macedonia;MKD
aythya nyroca;aythya;nyroca;Moldova;MDA
aythya nyroca;aythya;nyroca;Monaco;MCO
aythya nyroca;aythya;nyroca;Poland;POL
aythya nyroca;aythya;nyroca;Portugal;PRT
aythya nyroca;aythya;nyroca;Romania;ROM
aythya nyroca;aythya;nyroca;Russia;RUS
aythya nyroca;aythya;nyroca;San Marino;SMR
aythya nyroca;aythya;nyroca;Slovakia;SVK
aythya nyroca;aythya;nyroca;Slovenia;SVN
aythya nyroca;aythya;nyroca;Spain;ESP
aythya nyroca;aythya;nyroca;Switzerland;CHE
aythya nyroca;aythya;nyroca;Ukraine;UKR
aythya nyroca;aythya;nyroca;Yugoslavia;YUG
bombycilla garrulus;bombycilla;garrulus;Austria;AUT
bombycilla garrulus;bombycilla;garrulus;Belgium;BEL
bombycilla garrulus;bombycilla;garrulus;Bosnia and Herzegovina;BIH
bombycilla garrulus;bombycilla;garrulus;Bulgaria;BGR
bombycilla garrulus;bombycilla;garrulus;Byelarus;BLR
bombycilla garrulus;bombycilla;garrulus;Croatia;HRV
bombycilla garrulus;bombycilla;garrulus;Czech Republic;CZE
bombycilla garrulus;bombycilla;garrulus;Denmark;DNK
bombycilla garrulus;bombycilla;garrulus;Estonia;EST
bombycilla garrulus;bombycilla;garrulus;Finland;FIN
bombycilla garrulus;bombycilla;garrulus;France;FRA
bombycilla garrulus;bombycilla;garrulus;Germany;DEU
bombycilla garrulus;bombycilla;garrulus;Hungary;HUN
bombycilla garrulus;bombycilla;garrulus;Latvia;LVA
bombycilla garrulus;bombycilla;garrulus;Lithuania;LTU
bombycilla garrulus;bombycilla;garrulus;Luxembourg;LUX
bombycilla garrulus;bombycilla;garrulus;Moldova;MDA
bombycilla garrulus;bombycilla;garrulus;Netherlands;NLD
bombycilla garrulus;bombycilla;garrulus;Norway;NOR
bombycilla garrulus;bombycilla;garrulus;Poland;POL
bombycilla garrulus;bombycilla;garrulus;Romania;ROM
bombycilla garrulus;bombycilla;garrulus;Russia;RUS
bombycilla garrulus;bombycilla;garrulus;Slovakia;SVK
bombycilla garrulus;bombycilla;garrulus;Slovenia;SVN
bombycilla garrulus;bombycilla;garrulus;Sweden;SWE
bombycilla garrulus;bombycilla;garrulus;Ukraine;UKR
bombycilla garrulus;bombycilla;garrulus;Yugoslavia;YUG
bonasa bonasia;bonasa;bonasia;Albania;ALB
bonasa bonasia;bonasa;bonasia;Austria;AUT
bonasa bonasia;bonasa;bonasia;Belgium;BEL
bonasa bonasia;bonasa;bonasia;Bosnia and Herzegovina;BIH
bonasa bonasia;bonasa;bonasia;Bulgaria;BGR
bonasa bonasia;bonasa;bonasia;Byelarus;BLR
bonasa bonasia;bonasa;bonasia;Croatia;HRV
bonasa bonasia;bonasa;bonasia;Czech Republic;CZE
bonasa bonasia;bonasa;bonasia;Estonia;EST
bonasa bonasia;bonasa;bonasia;Finland;FIN
bonasa bonasia;bonasa;bonasia;France;FRA
bonasa bonasia;bonasa;bonasia;Germany;DEU
bonasa bonasia;bonasa;bonasia;Greece;GRC
bonasa bonasia;bonasa;bonasia;Hungary;HUN
bonasa bonasia;bonasa;bonasia;Italy;ITA
bonasa bonasia;bonasa;bonasia;Latvia;LVA
bonasa bonasia;bonasa;bonasia;Liechtenstein;LIE
bonasa bonasia;bonasa;bonasia;Lithuania;LTU
bonasa bonasia;bonasa;bonasia;Macedonia;MKD
bonasa bonasia;bonasa;bonasia;Moldova;MDA
bonasa bonasia;bonasa;bonasia;Norway;NOR
bonasa bonasia;bonasa;bonasia;Poland;POL
bonasa bonasia;bonasa;bonasia;Romania;ROM
bonasa bonasia;bonasa;bonasia;Russia;RUS
bonasa bonasia;bonasa;bonasia;Slovakia;SVK
bonasa bonasia;bonasa;bonasia;Slovenia;SVN
bonasa bonasia;bonasa;bonasia;Sweden;SWE
bonasa bonasia;bonasa;bonasia;Switzerland;CHE
bonasa bonasia;bonasa;bonasia;Ukraine;UKR
bonasa bonasia;bonasa;bonasia;Yugoslavia;YUG
botaurus stellaris;botaurus;stellaris;Albania;ALB
botaurus stellaris;botaurus;stellaris;Austria;AUT
botaurus stellaris;botaurus;stellaris;Belgium;BEL
botaurus stellaris;botaurus;stellaris;Bosnia and Herzegovina;BIH
botaurus stellaris;botaurus;stellaris;Bulgaria;BGR
botaurus stellaris;botaurus;stellaris;Byelarus;BLR
botaurus stellaris;botaurus;stellaris;Croatia;HRV
botaurus stellaris;botaurus;stellaris;Czech Republic;CZE
botaurus stellaris;botaurus;stellaris;Denmark;DNK
botaurus stellaris;botaurus;stellaris;Estonia;EST
botaurus stellaris;botaurus;stellaris;Finland;FIN
botaurus stellaris;botaurus;stellaris;France;FRA
botaurus stellaris;botaurus;stellaris;Germany;DEU
botaurus stellaris;botaurus;stellaris;Greece;GRC
botaurus stellaris;botaurus;stellaris;Hungary;HUN
botaurus stellaris;botaurus;stellaris;Ireland;IRL
botaurus stellaris;botaurus;stellaris;Italy;ITA
botaurus stellaris;botaurus;stellaris;Latvia;LVA
botaurus stellaris;botaurus;stellaris;Lithuania;LTU
botaurus stellaris;botaurus;stellaris;Macedonia;MKD
botaurus stellaris;botaurus;stellaris;Moldova;MDA
botaurus stellaris;botaurus;stellaris;Netherlands;NLD
botaurus stellaris;botaurus;stellaris;Poland;POL
botaurus stellaris;botaurus;stellaris;Romania;ROM
botaurus stellaris;botaurus;stellaris;Russia;RUS
botaurus stellaris;botaurus;stellaris;Slovakia;SVK
botaurus stellaris;botaurus;stellaris;Slovenia;SVN
botaurus stellaris;botaurus;stellaris;Spain;ESP
botaurus stellaris;botaurus;stellaris;Sweden;SWE
botaurus stellaris;botaurus;stellaris;Switzerland;CHE
botaurus stellaris;botaurus;stellaris;Ukraine;UKR
botaurus stellaris;botaurus;stellaris;United Kingdom;GBR
botaurus stellaris;botaurus;stellaris;Yugoslavia;YUG
branta canadensis;branta;canadensis;Belgium;BEL
branta canadensis;branta;canadensis;Czech Republic;CZE
branta canadensis;branta;canadensis;Denmark;DNK
branta canadensis;branta;canadensis;Finland;FIN
branta canadensis;branta;canadensis;France;FRA
branta canadensis;branta;canadensis;Germany;DEU
branta canadensis;branta;canadensis;Ireland;IRL
branta canadensis;branta;canadensis;Isle of Man;XIM
branta canadensis;branta;canadensis;Netherlands;NLD
branta canadensis;branta;canadensis;Norway;NOR
branta canadensis;branta;canadensis;Sweden;SWE
branta canadensis;branta;canadensis;United Kingdom;GBR
branta leucopsis;branta;leucopsis;Belgium;BEL
branta leucopsis;branta;leucopsis;Denmark;DNK
branta leucopsis;branta;leucopsis;Estonia;EST
branta leucopsis;branta;leucopsis;Finland;FIN
branta leucopsis;branta;leucopsis;Germany;DEU
branta leucopsis;branta;leucopsis;Iceland;ISL
branta leucopsis;branta;leucopsis;Ireland;IRL
branta leucopsis;branta;leucopsis;Netherlands;NLD
branta leucopsis;branta;leucopsis;Norway;NOR
branta leucopsis;branta;leucopsis;Russia;RUS
branta leucopsis;branta;leucopsis;Svalbard;SJM
branta leucopsis;branta;leucopsis;Sweden;SWE
branta leucopsis;branta;leucopsis;United Kingdom;GBR
branta ruficollis;branta;ruficollis;Bulgaria;BGR
branta ruficollis;branta;ruficollis;Greece;GRC
branta ruficollis;branta;ruficollis;Moldova;MDA
branta ruficollis;branta;ruficollis;Romania;ROM
branta ruficollis;branta;ruficollis;Russia;RUS
branta ruficollis;branta;ruficollis;Ukraine;UKR
bubo bubo;bubo;bubo;Albania;ALB
bubo bubo;bubo;bubo;Andorra;AND
bubo bubo;bubo;bubo;Austria;AUT
bubo bubo;bubo;bubo;Belgium;BEL
bubo bubo;bubo;bubo;Bosnia and Herzegovina;BIH
bubo bubo;bubo;bubo;Bulgaria;BGR
bubo bubo;bubo;bubo;Byelarus;BLR
bubo bubo;bubo;bubo;Croatia;HRV
bubo bubo;bubo;bubo;Czech Republic;CZE
bubo bubo;bubo;bubo;Denmark;DNK
bubo bubo;bubo;bubo;Estonia;EST
bubo bubo;bubo;bubo;Finland;FIN
bubo bubo;bubo;bubo;France;FRA
bubo bubo;bubo;bubo;Germany;DEU
bubo bubo;bubo;bubo;Greece;GRC
bubo bubo;bubo;bubo;Hungary;HUN
bubo bubo;bubo;bubo;Italy;ITA
bubo bubo;bubo;bubo;Latvia;LVA
bubo bubo;bubo;bubo;Liechtenstein;LIE
bubo bubo;bubo;bubo;Lithuania;LTU
bubo bubo;bubo;bubo;Luxembourg;LUX
bubo bubo;bubo;bubo;Macedonia;MKD
bubo bubo;bubo;bubo;Moldova;MDA
bubo bubo;bubo;bubo;Monaco;MCO
bubo bubo;bubo;bubo;Netherlands;NLD
bubo bubo;bubo;bubo;Norway;NOR
bubo bubo;bubo;bubo;Poland;POL
bubo bubo;bubo;bubo;Portugal;PRT
bubo bubo;bubo;bubo;Romania;ROM
bubo bubo;bubo;bubo;Russia;RUS
bubo bubo;bubo;bubo;San Marino;SMR
bubo bubo;bubo;bubo;Slovakia;SVK
bubo bubo;bubo;bubo;Slovenia;SVN
bubo bubo;bubo;bubo;Spain;ESP
bubo bubo;bubo;bubo;Sweden;SWE
bubo bubo;bubo;bubo;Switzerland;CHE
bubo bubo;bubo;bubo;Ukraine;UKR
bubo bubo;bubo;bubo;Yugoslavia;YUG
bubo scandiacus;bubo;scandiaca;Byelarus;BLR
bubo scandiacus;bubo;scandiaca;Estonia;EST
bubo scandiacus;bubo;scandiaca;Finland;FIN
bubo scandiacus;bubo;scandiaca;Iceland;ISL
bubo scandiacus;bubo;scandiaca;Latvia;LVA
bubo scandiacus;bubo;scandiaca;Lithuania;LTU
bubo scandiacus;bubo;scandiaca;Norway;NOR
bubo scandiacus;bubo;scandiaca;Russia;RUS
bubo scandiacus;bubo;scandiaca;Sweden;SWE
bubulcus ibis;bubulcus;ibis;France;FRA
bubulcus ibis;bubulcus;ibis;Italy;ITA
bubulcus ibis;bubulcus;ibis;Portugal;PRT
bubulcus ibis;bubulcus;ibis;Russia;RUS
bubulcus ibis;bubulcus;ibis;Spain;ESP
bucanetes githagineus;bucanetes;githagineus;Spain;ESP
bucephala clangula;bucephala;clangula;Albania;ALB
bucephala clangula;bucephala;clangula;Austria;AUT
bucephala clangula;bucephala;clangula;Belgium;BEL
bucephala clangula;bucephala;clangula;Bosnia and Herzegovina;BIH
bucephala clangula;bucephala;clangula;Bulgaria;BGR
bucephala clangula;bucephala;clangula;Byelarus;BLR
bucephala clangula;bucephala;clangula;Croatia;HRV
bucephala clangula;bucephala;clangula;Czech Republic;CZE
bucephala clangula;bucephala;clangula;Denmark;DNK
bucephala clangula;bucephala;clangula;Estonia;EST
bucephala clangula;bucephala;clangula;Finland;FIN
bucephala clangula;bucephala;clangula;France;FRA
bucephala clangula;bucephala;clangula;Germany;DEU
bucephala clangula;bucephala;clangula;Greece;GRC
bucephala clangula;bucephala;clangula;Hungary;HUN
bucephala clangula;bucephala;clangula;Iceland;ISL
bucephala clangula;bucephala;clangula;Ireland;IRL
bucephala clangula;bucephala;clangula;Isle of Man;XIM
bucephala clangula;bucephala;clangula;Italy;ITA
bucephala clangula;bucephala;clangula;Latvia;LVA
bucephala clangula;bucephala;clangula;Liechtenstein;LIE
bucephala clangula;bucephala;clangula;Lithuania;LTU
bucephala clangula;bucephala;clangula;Luxembourg;LUX
bucephala clangula;bucephala;clangula;Macedonia;MKD
bucephala clangula;bucephala;clangula;Moldova;MDA
bucephala clangula;bucephala;clangula;Netherlands;NLD
bucephala clangula;bucephala;clangula;Norway;NOR
bucephala clangula;bucephala;clangula;Poland;POL
bucephala clangula;bucephala;clangula;Romania;ROM
bucephala clangula;bucephala;clangula;Russia;RUS
bucephala clangula;bucephala;clangula;Slovakia;SVK
bucephala clangula;bucephala;clangula;Slovenia;SVN
bucephala clangula;bucephala;clangula;Sweden;SWE
bucephala clangula;bucephala;clangula;Switzerland;CHE
bucephala clangula;bucephala;clangula;Ukraine;UKR
bucephala clangula;bucephala;clangula;United Kingdom;GBR
bucephala clangula;bucephala;clangula;Yugoslavia;YUG
bucephala islandica;bucephala;islandica;Iceland;ISL
bulweria bulwerii;bulweria;bulwerii;Portugal;PRT
bulweria bulwerii;bulweria;bulwerii;Spain;ESP
burhinus oedicnemus;burhinus;oedicnemus;Albania;ALB
burhinus oedicnemus;burhinus;oedicnemus;Austria;AUT
burhinus oedicnemus;burhinus;oedicnemus;Bosnia and Herzegovina;BIH
burhinus oedicnemus;burhinus;oedicnemus;Bulgaria;BGR
burhinus oedicnemus;burhinus;oedicnemus;Byelarus;BLR
burhinus oedicnemus;burhinus;oedicnemus;Croatia;HRV
burhinus oedicnemus;burhinus;oedicnemus;Czech Republic;CZE
burhinus oedicnemus;burhinus;oedicnemus;France;FRA
burhinus oedicnemus;burhinus;oedicnemus;Greece;GRC
burhinus oedicnemus;burhinus;oedicnemus;Hungary;HUN
burhinus oedicnemus;burhinus;oedicnemus;Italy;ITA
burhinus oedicnemus;burhinus;oedicnemus;Lithuania;LTU
burhinus oedicnemus;burhinus;oedicnemus;Macedonia;MKD
burhinus oedicnemus;burhinus;oedicnemus;Moldova;MDA
burhinus oedicnemus;burhinus;oedicnemus;Poland;POL
burhinus oedicnemus;burhinus;oedicnemus;Portugal;PRT
burhinus oedicnemus;burhinus;oedicnemus;Romania;ROM
burhinus oedicnemus;burhinus;oedicnemus;Russia;RUS
burhinus oedicnemus;burhinus;oedicnemus;Slovakia;SVK
burhinus oedicnemus;burhinus;oedicnemus;Slovenia;SVN
burhinus oedicnemus;burhinus;oedicnemus;Spain;ESP
burhinus oedicnemus;burhinus;oedicnemus;Switzerland;CHE
burhinus oedicnemus;burhinus;oedicnemus;Ukraine;UKR
burhinus oedicnemus;burhinus;oedicnemus;United Kingdom;GBR
burhinus oedicnemus;burhinus;oedicnemus;Yugoslavia;YUG
buteo buteo;buteo;buteo;Albania;ALB
buteo buteo;buteo;buteo;Andorra;AND
buteo buteo;buteo;buteo;Austria;AUT
buteo buteo;buteo;buteo;Belgium;BEL
buteo buteo;buteo;buteo;Bosnia and Herzegovina;BIH
buteo buteo;buteo;buteo;Bulgaria;BGR
buteo buteo;buteo;buteo;Byelarus;BLR
buteo buteo;buteo;buteo;Croatia;HRV
buteo buteo;buteo;buteo;Czech Republic;CZE
buteo buteo;buteo;buteo;Denmark;DNK
buteo buteo;buteo;buteo;Estonia;EST
buteo buteo;buteo;buteo;Finland;FIN
buteo buteo;buteo;buteo;France;FRA
buteo buteo;buteo;buteo;Germany;DEU
buteo buteo;buteo;buteo;Greece;GRC
buteo buteo;buteo;buteo;Hungary;HUN
buteo buteo;buteo;buteo;Ireland;IRL
buteo buteo;buteo;buteo;Italy;ITA
buteo buteo;buteo;buteo;Latvia;LVA
buteo buteo;buteo;buteo;Liechtenstein;LIE
buteo buteo;buteo;buteo;Lithuania;LTU
buteo buteo;buteo;buteo;Luxembourg;LUX
buteo buteo;buteo;buteo;Macedonia;MKD
buteo buteo;buteo;buteo;Moldova;MDA
buteo buteo;buteo;buteo;Monaco;MCO
buteo buteo;buteo;buteo;Netherlands;NLD
buteo buteo;buteo;buteo;Norway;NOR
buteo buteo;buteo;buteo;Poland;POL
buteo buteo;buteo;buteo;Portugal;PRT
buteo buteo;buteo;buteo;Romania;ROM
buteo buteo;buteo;buteo;Russia;RUS
buteo buteo;buteo;buteo;San Marino;SMR
buteo buteo;buteo;buteo;Slovakia;SVK
buteo buteo;buteo;buteo;Slovenia;SVN
buteo buteo;buteo;buteo;Spain;ESP
buteo buteo;buteo;buteo;Sweden;SWE
buteo buteo;buteo;buteo;Switzerland;CHE
buteo buteo;buteo;buteo;Ukraine;UKR
buteo buteo;buteo;buteo;United Kingdom;GBR
buteo buteo;buteo;buteo;Yugoslavia;YUG
buteo lagopus;buteo;lagopus;Albania;ALB
buteo lagopus;buteo;lagopus;Austria;AUT
buteo lagopus;buteo;lagopus;Belgium;BEL
buteo lagopus;buteo;lagopus;Bosnia and Herzegovina;BIH
buteo lagopus;buteo;lagopus;Bulgaria;BGR
buteo lagopus;buteo;lagopus;Byelarus;BLR
buteo lagopus;buteo;lagopus;Croatia;HRV
buteo lagopus;buteo;lagopus;Czech Republic;CZE
buteo lagopus;buteo;lagopus;Denmark;DNK
buteo lagopus;buteo;lagopus;Estonia;EST
buteo lagopus;buteo;lagopus;Finland;FIN
buteo lagopus;buteo;lagopus;France;FRA
buteo lagopus;buteo;lagopus;Germany;DEU
buteo lagopus;buteo;lagopus;Greece;GRC
buteo lagopus;buteo;lagopus;Hungary;HUN
buteo lagopus;buteo;lagopus;Italy;ITA
buteo lagopus;buteo;lagopus;Latvia;LVA
buteo lagopus;buteo;lagopus;Lithuania;LTU
buteo lagopus;buteo;lagopus;Luxembourg;LUX
buteo lagopus;buteo;lagopus;Macedonia;MKD
buteo lagopus;buteo;lagopus;Moldova;MDA
buteo lagopus;buteo;lagopus;Netherlands;NLD
buteo lagopus;buteo;lagopus;Norway;NOR
buteo lagopus;buteo;lagopus;Poland;POL
buteo lagopus;buteo;lagopus;Romania;ROM
buteo lagopus;buteo;lagopus;Russia;RUS
buteo lagopus;buteo;lagopus;Slovakia;SVK
buteo lagopus;buteo;lagopus;Slovenia;SVN
buteo lagopus;buteo;lagopus;Sweden;SWE
buteo lagopus;buteo;lagopus;Switzerland;CHE
buteo lagopus;buteo;lagopus;Ukraine;UKR
buteo lagopus;buteo;lagopus;United Kingdom;GBR
buteo lagopus;buteo;lagopus;Yugoslavia;YUG
buteo rufinus;buteo;rufinus;Albania;ALB
buteo rufinus;buteo;rufinus;Bulgaria;BGR
buteo rufinus;buteo;rufinus;Greece;GRC
buteo rufinus;buteo;rufinus;Hungary;HUN
buteo rufinus;buteo;rufinus;Italy;ITA
buteo rufinus;buteo;rufinus;Macedonia;MKD
buteo rufinus;buteo;rufinus;Romania;ROM
buteo rufinus;buteo;rufinus;Russia;RUS
buteo rufinus;buteo;rufinus;Ukraine;UKR
buteo rufinus;buteo;rufinus;Yugoslavia;YUG
calandrella brachydactyla;calandrella;brachydactyla;Albania;ALB
calandrella brachydactyla;calandrella;brachydactyla;Bosnia and Herzegovina;BIH
calandrella brachydactyla;calandrella;brachydactyla;Bulgaria;BGR
calandrella brachydactyla;calandrella;brachydactyla;Croatia;HRV
calandrella brachydactyla;calandrella;brachydactyla;France;FRA
calandrella brachydactyla;calandrella;brachydactyla;Greece;GRC
calandrella brachydactyla;calandrella;brachydactyla;Hungary;HUN
calandrella brachydactyla;calandrella;brachydactyla;Italy;ITA
calandrella brachydactyla;calandrella;brachydactyla;Macedonia;MKD
calandrella brachydactyla;calandrella;brachydactyla;Moldova;MDA
calandrella brachydactyla;calandrella;brachydactyla;Portugal;PRT
calandrella brachydactyla;calandrella;brachydactyla;Romania;ROM
calandrella brachydactyla;calandrella;brachydactyla;Russia;RUS
calandrella brachydactyla;calandrella;brachydactyla;Slovakia;SVK
calandrella brachydactyla;calandrella;brachydactyla;Slovenia;SVN
calandrella brachydactyla;calandrella;brachydactyla;Spain;ESP
calandrella brachydactyla;calandrella;brachydactyla;Switzerland;CHE
calandrella brachydactyla;calandrella;brachydactyla;Ukraine;UKR
calandrella brachydactyla;calandrella;brachydactyla;Yugoslavia;YUG
calandrella rufescens;calandrella;rufescens;Portugal;PRT
calandrella rufescens;calandrella;rufescens;Russia;RUS
calandrella rufescens;calandrella;rufescens;Spain;ESP
calandrella rufescens;calandrella;rufescens;Ukraine;UKR
calcarius lapponicus;calcarius;lapponicus;Byelarus;BLR
calcarius lapponicus;calcarius;lapponicus;Denmark;DNK
calcarius lapponicus;calcarius;lapponicus;Finland;FIN
calcarius lapponicus;calcarius;lapponicus;France;FRA
calcarius lapponicus;calcarius;lapponicus;Germany;DEU
calcarius lapponicus;calcarius;lapponicus;Hungary;HUN
calcarius lapponicus;calcarius;lapponicus;Ireland;IRL
calcarius lapponicus;calcarius;lapponicus;Moldova;MDA
calcarius lapponicus;calcarius;lapponicus;Netherlands;NLD
calcarius lapponicus;calcarius;lapponicus;Norway;NOR
calcarius lapponicus;calcarius;lapponicus;Poland;POL
calcarius lapponicus;calcarius;lapponicus;Russia;RUS
calcarius lapponicus;calcarius;lapponicus;Sweden;SWE
calcarius lapponicus;calcarius;lapponicus;Ukraine;UKR
calcarius lapponicus;calcarius;lapponicus;United Kingdom;GBR
calidris alba;calidris;alba;Belgium;BEL
calidris alba;calidris;alba;Bulgaria;BGR
calidris alba;calidris;alba;Denmark;DNK
calidris alba;calidris;alba;France;FRA
calidris alba;calidris;alba;Germany;DEU
calidris alba;calidris;alba;Greece;GRC
calidris alba;calidris;alba;Ireland;IRL
calidris alba;calidris;alba;Italy;ITA
calidris alba;calidris;alba;Netherlands;NLD
calidris alba;calidris;alba;Portugal;PRT
calidris alba;calidris;alba;Romania;ROM
calidris alba;calidris;alba;Russia;RUS
calidris alba;calidris;alba;Spain;ESP
calidris alba;calidris;alba;Svalbard;SJM
calidris alba;calidris;alba;United Kingdom;GBR
calidris alpina;calidris;alpina;Albania;ALB
