long_name;genus;specie;country;gmi_cntry
accipiter brevipes;accipiter;brevipes;Albania;ALB
accipiter brevipes;accipiter;brevipes;Bulgaria;BGR
accipiter brevipes;accipiter;brevipes;Greece;GRC
accipiter brevipes;accipiter;brevipes;Macedonia;MKD
accipiter brevipes;accipiter;brevipes;Romania;ROM
accipiter brevipes;accipiter;brevipes;Russia;RUS
accipiter brevipes;accipiter;brevipes;Yugoslavia;YUG
accipiter gentilis;accipiter;gentilis;Albania;ALB
accipiter gentilis;accipiter;gentilis;Andorra;AND
accipiter gentilis;accipiter;gentilis;Austria;AUT
accipiter gentilis;accipiter;gentilis;Belgium;BEL
accipiter gentilis;accipiter;gentilis;Bosnia and Herzegovina;BIH
accipiter gentilis;accipiter;gentilis;Bulgaria;BGR
accipiter gentilis;accipiter;gentilis;Byelarus;BLR
accipiter gentilis;accipiter;gentilis;Croatia;HRV
accipiter gentilis;accipiter;gentilis;Czech Republic;CZE
accipiter gentilis;accipiter;gentilis;Denmark;DNK
accipiter gentilis;accipiter;gentilis;Estonia;EST
accipiter gentilis;accipiter;gentilis;Finland;FIN
accipiter gentilis;accipiter;gentilis;France;FRA
accipiter gentilis;accipiter;gentilis;Germany;DEU
accipiter gentilis;accipiter;gentilis;Greece;GRC
accipiter gentilis;accipiter;gentilis;Hungary;HUN
accipiter gentilis;accipiter;gentilis;Italy;ITA
accipiter gentilis;accipiter;gentilis;Latvia;LVA
accipiter gentilis;accipiter;gentilis;Liechtenstein;LIE
accipiter gentilis;accipiter;gentilis;Lithuania;LTU
accipiter gentilis;accipiter;gentilis;Luxembourg;LUX
accipiter gentilis;accipiter;gentilis;Macedonia;MKD
accipiter gentilis;accipiter;gentilis;Moldova;MDA
accipiter gentilis;accipiter;gentilis;Monaco;MCO
accipiter gentilis;accipiter;gentilis;Netherlands;NLD
accipiter gentilis;accipiter;gentilis;Norway;NOR
accipiter gentilis;accipiter;gentilis;Poland;POL
accipiter gentilis;accipiter;gentilis;Portugal;PRT
accipiter gentilis;accipiter;gentilis;Romania;ROM
accipiter gentilis;accipiter;gentilis;Russia;RUS
accipiter gentilis;accipiter;gentilis;Slovakia;SVK
accipiter gentilis;accipiter;gentilis;Slovenia;SVN
accipiter gentilis;accipiter;gentilis;Spain;ESP
accipiter gentilis;accipiter;gentilis;Sweden;SWE
accipiter gentilis;accipiter;gentilis;Switzerland;CHE
accipiter gentilis;accipiter;gentilis;Ukraine;UKR
accipiter gentilis;accipiter;gentilis;United Kingdom;GBR
accipiter gentilis;accipiter;gentilis;Yugoslavia;YUG
accipiter nisus;accipiter;nisus;Albania;ALB
accipiter nisus;accipiter;nisus;Andorra;AND
accipiter nisus;accipiter;nisus;Austria;AUT
accipiter nisus;accipiter;nisus;Belgium;BEL
accipiter nisus;accipiter;nisus;Bosnia and Herzegovina;BIH
accipiter nisus;accipiter;nisus;Bulgaria;BGR
accipiter nisus;accipiter;nisus;Byelarus;BLR
accipiter nisus;accipiter;nisus;Croatia;HRV
accipiter nisus;accipiter;nisus;Czech Republic;CZE
accipiter nisus;accipiter;nisus;Denmark;DNK
accipiter nisus;accipiter;nisus;Estonia;EST
accipiter nisus;accipiter;nisus;Finland;FIN
accipiter nisus;accipiter;nisus;France;FRA
accipiter nisus;accipiter;nisus;Germany;DEU
accipiter nisus;accipiter;nisus;Greece;GRC
accipiter nisus;accipiter;nisus;Hungary;HUN
accipiter nisus;accipiter;nisus;Ireland;IRL
accipiter nisus;accipiter;nisus;Isle of Man;XIM
accipiter nisus;accipiter;nisus;Italy;ITA
accipiter nisus;accipiter;nisus;Latvia;LVA
accipiter nisus;accipiter;nisus;Liechtenstein;LIE
accipiter nisus;accipiter;nisus;Lithuania;LTU
accipiter nisus;accipiter;nisus;Luxembourg;LUX
accipiter nisus;accipiter;nisus;Macedonia;MKD
accipiter nisus;accipiter;nisus;Moldova;MDA
accipiter nisus;accipiter;nisus;Monaco;MCO
accipiter nisus;accipiter;nisus;Netherlands;NLD
accipiter nisus;accipiter;nisus;Norway;NOR
accipiter nisus;accipiter;nisus;Poland;POL
accipiter nisus;accipiter;nisus;Portugal;PRT
accipiter nisus;accipiter;nisus;Romania;ROM
accipiter nisus;accipiter;nisus;Russia;RUS
accipiter nisus;accipiter;nisus;Slovakia;SVK
accipiter nisus;accipiter;nisus;Slovenia;SVN
accipiter nisus;accipiter;nisus;Spain;ESP
accipiter nisus;accipiter;nisus;Sweden;SWE
accipiter nisus;accipiter;nisus;Switzerland;CHE
accipiter nisus;accipiter;nisus;Ukraine;UKR
accipiter nisus;accipiter;nisus;United Kingdom;GBR
accipiter nisus;accipiter;nisus;Yugoslavia;YUG
acridotheres cristatellus;acridotheres;cristatellus;Portugal;PRT
acridotheres tristis;acridotheres;tristis;Russia;RUS
acridotheres tristis;acridotheres;tristis;Spain;ESP
acrocephalus agricola;acrocephalus;agricola;Bulgaria;BGR
acrocephalus agricola;acrocephalus;agricola;Moldova;MDA
acrocephalus agricola;acrocephalus;agricola;Romania;ROM
acrocephalus agricola;acrocephalus;agricola;Russia;RUS
acrocephalus agricola;acrocephalus;agricola;Ukraine;UKR
acrocephalus arundinaceus;acrocephalus;arundinaceus;Albania;ALB
acrocephalus arundinaceus;acrocephalus;arundinaceus;Austria;AUT
acrocephalus arundinaceus;acrocephalus;arundinaceus;Belgium;BEL
acrocephalus arundinaceus;acrocephalus;arundinaceus;Bosnia and Herzegovina;BIH
acrocephalus arundinaceus;acrocephalus;arundinaceus;Bulgaria;BGR
acrocephalus arundinaceus;acrocephalus;arundinaceus;Byelarus;BLR
acrocephalus arundinaceus;acrocephalus;arundinaceus;Croatia;HRV
acrocephalus arundinaceus;acrocephalus;arundinaceus;Czech Republic;CZE
acrocephalus arundinaceus;acrocephalus;arundinaceus;Denmark;DNK
acrocephalus arundinaceus;acrocephalus;arundinaceus;Estonia;EST
acrocephalus arundinaceus;acrocephalus;arundinaceus;Finland;FIN
acrocephalus arundinaceus;acrocephalus;arundinaceus;France;FRA
acrocephalus arundinaceus;acrocephalus;arundinaceus;Germany;DEU
acrocephalus arundinaceus;acrocephalus;arundinaceus;Greece;GRC
acrocephalus arundinaceus;acrocephalus;arundinaceus;Hungary;HUN
acrocephalus arundinaceus;acrocephalus;arundinaceus;Italy;ITA
acrocephalus arundinaceus;acrocephalus;arundinaceus;Latvia;LVA
acrocephalus arundinaceus;acrocephalus;arundinaceus;Lithuania;LTU
acrocephalus arundinaceus;acrocephalus;arundinaceus;Luxembourg;LUX
acrocephalus arundinaceus;acrocephalus;arundinaceus;Macedonia;MKD
acrocephalus arundinaceus;acrocephalus;arundinaceus;Moldova;MDA
acrocephalus arundinaceus;acrocephalus;arundinaceus;Monaco;MCO
acrocephalus arundinaceus;acrocephalus;arundinaceus;Netherlands;NLD
acrocephalus arundinaceus;acrocephalus;arundinaceus;Poland;POL
acrocephalus arundinaceus;acrocephalus;arundinaceus;Portugal;PRT
acrocephalus arundinaceus;acrocephalus;arundinaceus;Romania;ROM
acrocephalus arundinaceus;acrocephalus;arundinaceus;Russia;RUS
acrocephalus arundinaceus;acrocephalus;arundinaceus;San Marino;SMR
acrocephalus arundinaceus;acrocephalus;arundinaceus;Slovakia;SVK
acrocephalus arundinaceus;acrocephalus;arundinaceus;Slovenia;SVN
acrocephalus arundinaceus;acrocephalus;arundinaceus;Spain;ESP
acrocephalus arundinaceus;acrocephalus;arundinaceus;Sweden;SWE
acrocephalus arundinaceus;acrocephalus;arundinaceus;Switzerland;CHE
acrocephalus arundinaceus;acrocephalus;arundinaceus;Ukraine;UKR
acrocephalus arundinaceus;acrocephalus;arundinaceus;Yugoslavia;YUG
acrocephalus dumetorum;acrocephalus;dumetorum;Austria;AUT
acrocephalus dumetorum;acrocephalus;dumetorum;Bosnia and Herzegovina;BIH
acrocephalus dumetorum;acrocephalus;dumetorum;Bulgaria;BGR
acrocephalus dumetorum;acrocephalus;dumetorum;Byelarus;BLR
acrocephalus dumetorum;acrocephalus;dumetorum;Croatia;HRV
acrocephalus dumetorum;acrocephalus;dumetorum;Czech Republic;CZE
acrocephalus dumetorum;acrocephalus;dumetorum;Denmark;DNK
acrocephalus dumetorum;acrocephalus;dumetorum;Estonia;EST
acrocephalus dumetorum;acrocephalus;dumetorum;Germany;DEU
acrocephalus dumetorum;acrocephalus;dumetorum;Greece;GRC
acrocephalus dumetorum;acrocephalus;dumetorum;Hungary;HUN
acrocephalus dumetorum;acrocephalus;dumetorum;Latvia;LVA
acrocephalus dumetorum;acrocephalus;dumetorum;Lithuania;LTU
acrocephalus dumetorum;acrocephalus;dumetorum;Macedonia;MKD
acrocephalus dumetorum;acrocephalus;dumetorum;Moldova;MDA
acrocephalus dumetorum;acrocephalus;dumetorum;Poland;POL
acrocephalus dumetorum;acrocephalus;dumetorum;Romania;ROM
acrocephalus dumetorum;acrocephalus;dumetorum;Russia;RUS
acrocephalus dumetorum;acrocephalus;dumetorum;Slovakia;SVK
acrocephalus dumetorum;acrocephalus;dumetorum;Slovenia;SVN
acrocephalus dumetorum;acrocephalus;dumetorum;Sweden;SWE
acrocephalus dumetorum;acrocephalus;dumetorum;Ukraine;UKR
acrocephalus dumetorum;acrocephalus;dumetorum;Yugoslavia;YUG
acrocephalus melanopogon;acrocephalus;melanopogon;Albania;ALB
acrocephalus melanopogon;acrocephalus;melanopogon;Austria;AUT
acrocephalus melanopogon;acrocephalus;melanopogon;Bosnia and Herzegovina;BIH
acrocephalus melanopogon;acrocephalus;melanopogon;Bulgaria;BGR
acrocephalus melanopogon;acrocephalus;melanopogon;Croatia;HRV
acrocephalus melanopogon;acrocephalus;melanopogon;Czech Republic;CZE
acrocephalus melanopogon;acrocephalus;melanopogon;France;FRA
acrocephalus melanopogon;acrocephalus;melanopogon;Greece;GRC
acrocephalus melanopogon;acrocephalus;melanopogon;Hungary;HUN
acrocephalus melanopogon;acrocephalus;melanopogon;Italy;ITA
acrocephalus melanopogon;acrocephalus;melanopogon;Macedonia;MKD
acrocephalus melanopogon;acrocephalus;melanopogon;Romania;ROM
acrocephalus melanopogon;acrocephalus;melanopogon;Russia;RUS
acrocephalus melanopogon;acrocephalus;melanopogon;Slovakia;SVK
acrocephalus melanopogon;acrocephalus;melanopogon;Slovenia;SVN
acrocephalus melanopogon;acrocephalus;melanopogon;Spain;ESP
acrocephalus melanopogon;acrocephalus;melanopogon;Switzerland;CHE
acrocephalus melanopogon;acrocephalus;melanopogon;Ukraine;UKR
acrocephalus melanopogon;acrocephalus;melanopogon;Yugoslavia;YUG
acrocephalus paludicola;acrocephalus;paludicola;Andorra;AND
acrocephalus paludicola;acrocephalus;paludicola;Austria;AUT
acrocephalus paludicola;acrocephalus;paludicola;Belgium;BEL
acrocephalus paludicola;acrocephalus;paludicola;Bosnia and Herzegovina;BIH
acrocephalus paludicola;acrocephalus;paludicola;Bulgaria;BGR
acrocephalus paludicola;acrocephalus;paludicola;Byelarus;BLR
acrocephalus paludicola;acrocephalus;paludicola;Croatia;HRV
acrocephalus paludicola;acrocephalus;paludicola;Czech Republic;CZE
acrocephalus paludicola;acrocephalus;paludicola;France;FRA
acrocephalus paludicola;acrocephalus;paludicola;Germany;DEU
acrocephalus paludicola;acrocephalus;paludicola;Hungary;HUN
acrocephalus paludicola;acrocephalus;paludicola;Italy;ITA
acrocephalus paludicola;acrocephalus;paludicola;Latvia;LVA
acrocephalus paludicola;acrocephalus;paludicola;Liechtenstein;LIE
acrocephalus paludicola;acrocephalus;paludicola;Lithuania;LTU
acrocephalus paludicola;acrocephalus;paludicola;Luxembourg;LUX
acrocephalus paludicola;acrocephalus;paludicola;Monaco;MCO
acrocephalus paludicola;acrocephalus;paludicola;Netherlands;NLD
acrocephalus paludicola;acrocephalus;paludicola;Poland;POL
acrocephalus paludicola;acrocephalus;paludicola;Portugal;PRT
acrocephalus paludicola;acrocephalus;paludicola;Romania;ROM
acrocephalus paludicola;acrocephalus;paludicola;Russia;RUS
acrocephalus paludicola;acrocephalus;paludicola;San Marino;SMR
acrocephalus paludicola;acrocephalus;paludicola;Slovakia;SVK
acrocephalus paludicola;acrocephalus;paludicola;Slovenia;SVN
acrocephalus paludicola;acrocephalus;paludicola;Spain;ESP
acrocephalus paludicola;acrocephalus;paludicola;Switzerland;CHE
acrocephalus paludicola;acrocephalus;paludicola;Ukraine;UKR
acrocephalus paludicola;acrocephalus;paludicola;United Kingdom;GBR
acrocephalus paludicola;acrocephalus;paludicola;Yugoslavia;YUG
acrocephalus palustris;acrocephalus;palustris;Albania;ALB
acrocephalus palustris;acrocephalus;palustris;Austria;AUT
acrocephalus palustris;acrocephalus;palustris;Belgium;BEL
acrocephalus palustris;acrocephalus;palustris;Bosnia and Herzegovina;BIH
acrocephalus palustris;acrocephalus;palustris;Bulgaria;BGR
acrocephalus palustris;acrocephalus;palustris;Byelarus;BLR
acrocephalus palustris;acrocephalus;palustris;Croatia;HRV
acrocephalus palustris;acrocephalus;palustris;Czech Republic;CZE
acrocephalus palustris;acrocephalus;palustris;Denmark;DNK
acrocephalus palustris;acrocephalus;palustris;Estonia;EST
acrocephalus palustris;acrocephalus;palustris;Finland;FIN
acrocephalus palustris;acrocephalus;palustris;France;FRA
acrocephalus palustris;acrocephalus;palustris;Germany;DEU
acrocephalus palustris;acrocephalus;palustris;Greece;GRC
acrocephalus palustris;acrocephalus;palustris;Hungary;HUN
acrocephalus palustris;acrocephalus;palustris;Italy;ITA
acrocephalus palustris;acrocephalus;palustris;Latvia;LVA
acrocephalus palustris;acrocephalus;palustris;Liechtenstein;LIE
acrocephalus palustris;acrocephalus;palustris;Lithuania;LTU
acrocephalus palustris;acrocephalus;palustris;Luxembourg;LUX
acrocephalus palustris;acrocephalus;palustris;Macedonia;MKD
acrocephalus palustris;acrocephalus;palustris;Moldova;MDA
acrocephalus palustris;acrocephalus;palustris;Netherlands;NLD
acrocephalus palustris;acrocephalus;palustris;Norway;NOR
acrocephalus palustris;acrocephalus;palustris;Poland;POL
acrocephalus palustris;acrocephalus;palustris;Romania;ROM
acrocephalus palustris;acrocephalus;palustris;Russia;RUS
acrocephalus palustris;acrocephalus;palustris;Slovakia;SVK
acrocephalus palustris;acrocephalus;palustris;Slovenia;SVN
acrocephalus palustris;acrocephalus;palustris;Sweden;SWE
acrocephalus palustris;acrocephalus;palustris;Switzerland;CHE
acrocephalus palustris;acrocephalus;palustris;Ukraine;UKR
acrocephalus palustris;acrocephalus;palustris;United Kingdom;GBR
acrocephalus palustris;acrocephalus;palustris;Yugoslavia;YUG
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Albania;ALB
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Austria;AUT
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Belgium;BEL
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Bosnia and Herzegovina;BIH
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Bulgaria;BGR
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Byelarus;BLR
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Croatia;HRV
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Czech Republic;CZE
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Denmark;DNK
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Estonia;EST
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Finland;FIN
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;France;FRA
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Germany;DEU
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Greece;GRC
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Hungary;HUN
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Ireland;IRL
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Isle of Man;XIM
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Italy;ITA
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Latvia;LVA
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Lithuania;LTU
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Luxembourg;LUX
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Macedonia;MKD
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Moldova;MDA
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Netherlands;NLD
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Norway;NOR
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Poland;POL
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Romania;ROM
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Russia;RUS
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Slovakia;SVK
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Slovenia;SVN
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Spain;ESP
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Sweden;SWE
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Switzerland;CHE
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Ukraine;UKR
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;United Kingdom;GBR
acrocephalus schoenobaenus;acrocephalus;schoenobaenus;Yugoslavia;YUG
acrocephalus scirpaceus;acrocephalus;scirpaceus;Albania;ALB
acrocephalus scirpaceus;acrocephalus;scirpaceus;Austria;AUT
acrocephalus scirpaceus;acrocephalus;scirpaceus;Belgium;BEL
acrocephalus scirpaceus;acrocephalus;scirpaceus;Bosnia and Herzegovina;BIH
acrocephalus scirpaceus;acrocephalus;scirpaceus;Bulgaria;BGR
acrocephalus scirpaceus;acrocephalus;scirpaceus;Byelarus;BLR
acrocephalus scirpaceus;acrocephalus;scirpaceus;Croatia;HRV
acrocephalus scirpaceus;acrocephalus;scirpaceus;Czech Republic;CZE
acrocephalus scirpaceus;acrocephalus;scirpaceus;Denmark;DNK
acrocephalus scirpaceus;acrocephalus;scirpaceus;Estonia;EST
acrocephalus scirpaceus;acrocephalus;scirpaceus;Finland;FIN
acrocephalus scirpaceus;acrocephalus;scirpaceus;France;FRA
acrocephalus scirpaceus;acrocephalus;scirpaceus;Germany;DEU
acrocephalus scirpaceus;acrocephalus;scirpaceus;Greece;GRC
acrocephalus scirpaceus;acrocephalus;scirpaceus;Hungary;HUN
acrocephalus scirpaceus;acrocephalus;scirpaceus;Ireland;IRL
acrocephalus scirpaceus;acrocephalus;scirpaceus;Italy;ITA
acrocephalus scirpaceus;acrocephalus;scirpaceus;Latvia;LVA
acrocephalus scirpaceus;acrocephalus;scirpaceus;Liechtenstein;LIE
acrocephalus scirpaceus;acrocephalus;scirpaceus;Lithuania;LTU
acrocephalus scirpaceus;acrocephalus;scirpaceus;Luxembourg;LUX
acrocephalus scirpaceus;acrocephalus;scirpaceus;Macedonia;MKD
acrocephalus scirpaceus;acrocephalus;scirpaceus;Moldova;MDA
acrocephalus scirpaceus;acrocephalus;scirpaceus;Monaco;MCO
acrocephalus scirpaceus;acrocephalus;scirpaceus;Netherlands;NLD
acrocephalus scirpaceus;acrocephalus;scirpaceus;Norway;NOR
acrocephalus scirpaceus;acrocephalus;scirpaceus;Poland;POL
acrocephalus scirpaceus;acrocephalus;scirpaceus;Portugal;PRT
acrocephalus scirpaceus;acrocephalus;scirpaceus;Romania;ROM
acrocephalus scirpaceus;acrocephalus;scirpaceus;Russia;RUS
acrocephalus scirpaceus;acrocephalus;scirpaceus;San Marino;SMR
acrocephalus scirpaceus;acrocephalus;scirpaceus;Slovakia;SVK
acrocephalus scirpaceus;acrocephalus;scirpaceus;Slovenia;SVN
acrocephalus scirpaceus;acrocephalus;scirpaceus;Spain;ESP
acrocephalus scirpaceus;acrocephalus;scirpaceus;Sweden;SWE
acrocephalus scirpaceus;acrocephalus;scirpaceus;Switzerland;CHE
acrocephalus scirpaceus;acrocephalus;scirpaceus;Ukraine;UKR
acrocephalus scirpaceus;acrocephalus;scirpaceus;United Kingdom;GBR
acrocephalus scirpaceus;acrocephalus;scirpaceus;Yugoslavia;YUG
actitis hypoleucos;actitis;hypoleucos;Albania;ALB
actitis hypoleucos;actitis;hypoleucos;Austria;AUT
actitis hypoleucos;actitis;hypoleucos;Belgium;BEL
actitis hypoleucos;actitis;hypoleucos;Bosnia and Herzegovina;BIH
actitis hypoleucos;actitis;hypoleucos;Bulgaria;BGR
actitis hypoleucos;actitis;hypoleucos;Byelarus;BLR
actitis hypoleucos;actitis;hypoleucos;Croatia;HRV
actitis hypoleucos;actitis;hypoleucos;Czech Republic;CZE
actitis hypoleucos;actitis;hypoleucos;Denmark;DNK
actitis hypoleucos;actitis;hypoleucos;Estonia;EST
actitis hypoleucos;actitis;hypoleucos;Finland;FIN
actitis hypoleucos;actitis;hypoleucos;France;FRA
actitis hypoleucos;actitis;hypoleucos;Germany;DEU
actitis hypoleucos;actitis;hypoleucos;Greece;GRC
actitis hypoleucos;actitis;hypoleucos;Hungary;HUN
actitis hypoleucos;actitis;hypoleucos;Ireland;IRL
actitis hypoleucos;actitis;hypoleucos;Isle of Man;XIM
actitis hypoleucos;actitis;hypoleucos;Italy;ITA
actitis hypoleucos;actitis;hypoleucos;Latvia;LVA
actitis hypoleucos;actitis;hypoleucos;Liechtenstein;LIE
actitis hypoleucos;actitis;hypoleucos;Lithuania;LTU
actitis hypoleucos;actitis;hypoleucos;Luxembourg;LUX
actitis hypoleucos;actitis;hypoleucos;Macedonia;MKD
actitis hypoleucos;actitis;hypoleucos;Moldova;MDA
actitis hypoleucos;actitis;hypoleucos;Netherlands;NLD
actitis hypoleucos;actitis;hypoleucos;Norway;NOR
actitis hypoleucos;actitis;hypoleucos;Poland;POL
actitis hypoleucos;actitis;hypoleucos;Portugal;PRT
actitis hypoleucos;actitis;hypoleucos;Romania;ROM
actitis hypoleucos;actitis;hypoleucos;Russia;RUS
actitis hypoleucos;actitis;hypoleucos;San Marino;SMR
actitis hypoleucos;actitis;hypoleucos;Slovakia;SVK
actitis hypoleucos;actitis;hypoleucos;Slovenia;SVN
actitis hypoleucos;actitis;hypoleucos;Spain;ESP
actitis hypoleucos;actitis;hypoleucos;Sweden;SWE
actitis hypoleucos;actitis;hypoleucos;Switzerland;CHE
actitis hypoleucos;actitis;hypoleucos;Ukraine;UKR
actitis hypoleucos;actitis;hypoleucos;United Kingdom;GBR
actitis hypoleucos;actitis;hypoleucos;Yugoslavia;YUG
aegithalos caudatus;aegithalos;caudatus;Albania;ALB
aegithalos caudatus;aegithalos;caudatus;Andorra;AND
aegithalos caudatus;aegithalos;caudatus;Austria;AUT
aegithalos caudatus;aegithalos;caudatus;Belgium;BEL
aegithalos caudatus;aegithalos;caudatus;Bosnia and Herzegovina;BIH
aegithalos caudatus;aegithalos;caudatus;Bulgaria;BGR
aegithalos caudatus;aegithalos;caudatus;Byelarus;BLR
aegithalos caudatus;aegithalos;caudatus;Croatia;HRV
aegithalos caudatus;aegithalos;caudatus;Czech Republic;CZE
aegithalos caudatus;aegithalos;caudatus;Denmark;DNK
aegithalos caudatus;aegithalos;caudatus;Estonia;EST
aegithalos caudatus;aegithalos;caudatus;Finland;FIN
aegithalos caudatus;aegithalos;caudatus;France;FRA
aegithalos caudatus;aegithalos;caudatus;Germany;DEU
aegithalos caudatus;aegithalos;caudatus;Greece;GRC
aegithalos caudatus;aegithalos;caudatus;Hungary;HUN
aegithalos caudatus;aegithalos;caudatus;Ireland;IRL
aegithalos caudatus;aegithalos;caudatus;Isle of Man;XIM
aegithalos caudatus;aegithalos;caudatus;Italy;ITA
aegithalos caudatus;aegithalos;caudatus;Latvia;LVA
aegithalos caudatus;aegithalos;caudatus;Liechtenstein;LIE
aegithalos caudatus;aegithalos;caudatus;Lithuania;LTU
aegithalos caudatus;aegithalos;caudatus;Luxembourg;LUX
aegithalos caudatus;aegithalos;caudatus;Macedonia;MKD
aegithalos caudatus;aegithalos;caudatus;Moldova;MDA
aegithalos caudatus;aegithalos;caudatus;Monaco;MCO
aegithalos caudatus;aegithalos;caudatus;Netherlands;NLD
aegithalos caudatus;aegithalos;caudatus;Norway;NOR
aegithalos caudatus;aegithalos;caudatus;Poland;POL
aegithalos caudatus;aegithalos;caudatus;Portugal;PRT
aegithalos caudatus;aegithalos;caudatus;Romania;ROM
aegithalos caudatus;aegithalos;caudatus;Russia;RUS
aegithalos caudatus;aegithalos;caudatus;San Marino;SMR
aegithalos caudatus;aegithalos;caudatus;Slovakia;SVK
aegithalos caudatus;aegithalos;caudatus;Slovenia;SVN
aegithalos caudatus;aegithalos;caudatus;Spain;ESP
aegithalos caudatus;aegithalos;caudatus;Sweden;SWE
aegithalos caudatus;aegithalos;caudatus;Switzerland;CHE
aegithalos caudatus;aegithalos;caudatus;Ukraine;UKR
aegithalos caudatus;aegithalos;caudatus;United Kingdom;GBR
aegithalos caudatus;aegithalos;caudatus;Yugoslavia;YUG
aegolius funereus;aegolius;funereus;Andorra;AND
aegolius funereus;aegolius;funereus;Austria;AUT
aegolius funereus;aegolius;funereus;Belgium;BEL
aegolius funereus;aegolius;funereus;Bosnia and Herzegovina;BIH
aegolius funereus;aegolius;funereus;Bulgaria;BGR
aegolius funereus;aegolius;funereus;Byelarus;BLR
aegolius funereus;aegolius;funereus;Croatia;HRV
aegolius funereus;aegolius;funereus;Czech Republic;CZE
aegolius funereus;aegolius;funereus;Denmark;DNK
aegolius funereus;aegolius;funereus;Estonia;EST
aegolius funereus;aegolius;funereus;Finland;FIN
aegolius funereus;aegolius;funereus;France;FRA
aegolius funereus;aegolius;funereus;Germany;DEU
aegolius funereus;aegolius;funereus;Greece;GRC
aegolius funereus;aegolius;funereus;Italy;ITA
aegolius funereus;aegolius;funereus;Latvia;LVA
aegolius funereus;aegolius;funereus;Liechtenstein;LIE
aegolius funereus;aegolius;funereus;Lithuania;LTU
aegolius funereus;aegolius;funereus;Luxembourg;LUX
aegolius funereus;aegolius;funereus;Macedonia;MKD
aegolius funereus;aegolius;funereus;Netherlands;NLD
aegolius funereus;aegolius;funereus;Norway;NOR
aegolius funereus;aegolius;funereus;Poland;POL
aegolius funereus;aegolius;funereus;Romania;ROM
aegolius funereus;aegolius;funereus;Russia;RUS
aegolius funereus;aegolius;funereus;Slovakia;SVK
aegolius funereus;aegolius;funereus;Slovenia;SVN
aegolius funereus;aegolius;funereus;Spain;ESP
aegolius funereus;aegolius;funereus;Sweden;SWE
aegolius funereus;aegolius;funereus;Switzerland;CHE
aegolius funereus;aegolius;funereus;Ukraine;UKR
aegolius funereus;aegolius;funereus;Yugoslavia;YUG
aegypius monachus;aegypius;monachus;Bulgaria;BGR
aegypius monachus;aegypius;monachus;France;FRA
aegypius monachus;aegypius;monachus;Greece;GRC
aegypius monachus;aegypius;monachus;Portugal;PRT
aegypius monachus;aegypius;monachus;Russia;RUS
aegypius monachus;aegypius;monachus;Spain;ESP
aegypius monachus;aegypius;monachus;Ukraine;UKR
aix galericulata;aix;galericulata;Austria;AUT
aix galericulata;aix;galericulata;Belgium;BEL
aix galericulata;aix;galericulata;Denmark;DNK
aix galericulata;aix;galericulata;France;FRA
aix galericulata;aix;galericulata;Germany;DEU
aix galericulata;aix;galericulata;Switzerland;CHE
aix galericulata;aix;galericulata;United Kingdom;GBR
alauda arvensis;alauda;arvensis;Albania;ALB
alauda arvensis;alauda;arvensis;Andorra;AND
alauda arvensis;alauda;arvensis;Austria;AUT
alauda arvensis;alauda;arvensis;Belgium;BEL
alauda arvensis;alauda;arvensis;Bosnia and Herzegovina;BIH
alauda arvensis;alauda;arvensis;Bulgaria;BGR
alauda arvensis;alauda;arvensis;Byelarus;BLR
alauda arvensis;alauda;arvensis;Croatia;HRV
alauda arvensis;alauda;arvensis;Czech Republic;CZE
